,dataset,total score,accuracy,completeness,fluency,conciseness,prompt,n_few_shot,n_bootstrapped_few_shot
14,mushroom_2.json,10.136507936507936,4.0,4.0,1.4,0.7365079365079369,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative. Be sure to explicitly mention all values from the explanation in your response.",,
15,pdf_1.json,11.065079365079365,4.0,4.0,3.0,0.06507936507936521,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",,
16,pdf_1.json,11.2,4.0,4.0,3.2,0.0,"You are helping users who do not have experience working with ML understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative. Make your answers sound as natural as possible.",,
17,pdf_1.json,11.066666666666666,4.0,4.0,2.8,0.2666666666666668,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative. Be sure to explicitly mention all values from the explanation in your response.",,
18,pdf_2.json,10.6,4.0,4.0,2.6,0.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",,
19,pdf_2.json,10.8,4.0,4.0,2.8,0.0,"You are helping users who do not have experience working with ML understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative. Make your answers sound as natural as possible.",,
20,pdf_2.json,10.0,4.0,4.0,2.0,0.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative. Be sure to explicitly mention all values from the explanation in your response.",,
21,student_1.json,13.08940568475452,4.0,4.0,2.8,2.2894056847545223,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",,
22,student_1.json,11.918863049095608,3.2,4.0,2.6,2.1188630490956077,"You are helping users who do not have experience working with ML understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative. Make your answers sound as natural as possible.",,
23,student_1.json,13.127131782945735,4.0,4.0,2.6,2.5271317829457365,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative. Be sure to explicitly mention all values from the explanation in your response.",,
24,student_2.json,11.755555555555555,4.0,4.0,3.4,0.355555555555555,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",,
25,student_2.json,11.75,4.0,4.0,3.2,0.5499999999999996,"You are helping users who do not have experience working with ML understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative. Make your answers sound as natural as possible.",,
26,student_2.json,11.63888888888889,4.0,4.0,3.2,0.4388888888888884,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative. Be sure to explicitly mention all values from the explanation in your response.",,
27,housing_1.json,15.775163398692811,4.0,4.0,4.0,3.7751633986928113,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,
28,housing_1.json,15.670588235294119,4.0,4.0,4.0,3.670588235294118,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,
29,housing_1.json,15.722875816993465,4.0,4.0,4.0,3.722875816993464,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,
30,housing_2.json,15.426666666666666,4.0,4.0,3.8,3.6266666666666665,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,
31,housing_2.json,15.00888888888889,4.0,3.6,3.8,3.608888888888889,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,
32,housing_2.json,15.48,4.0,4.0,3.8,3.6800000000000006,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,
33,housing_3.json,15.497076023391813,4.0,3.6,4.0,3.8970760233918127,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,
34,housing_3.json,15.174269005847952,4.0,3.6,4.0,3.574269005847954,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,
35,housing_3.json,15.492397660818714,4.0,3.6,4.0,3.892397660818714,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,
36,mushroom_1.json,13.72996632996633,3.2,3.6,3.0,3.92996632996633,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,
37,mushroom_1.json,13.72996632996633,3.2,3.6,3.0,3.92996632996633,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,
38,mushroom_1.json,11.406734006734007,3.2,2.8,2.6,2.8067340067340067,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,
39,mushroom_2.json,13.095238095238097,2.4,4.0,3.0,3.6952380952380954,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,
40,mushroom_2.json,11.511111111111111,0.8,3.2,3.6,3.9111111111111114,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,
41,mushroom_2.json,11.311111111111112,0.8,3.2,3.4,3.9111111111111114,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,
42,pdf_1.json,13.780952380952382,4.0,2.4,3.8,3.5809523809523816,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,
43,pdf_1.json,13.780952380952382,4.0,2.4,3.8,3.5809523809523816,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,
44,pdf_1.json,13.780952380952382,4.0,2.4,3.8,3.5809523809523816,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,
45,pdf_2.json,10.484848484848484,0.0,2.8,4.0,3.6848484848484846,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,
46,pdf_2.json,10.444444444444445,0.0,2.8,4.0,3.6444444444444444,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,
47,pdf_2.json,10.525252525252526,0.0,2.8,4.0,3.7252525252525253,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,
48,student_1.json,14.531782945736433,4.0,3.6,3.0,3.931782945736434,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,
49,student_1.json,14.6,4.0,3.6,3.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,
50,student_1.json,14.37312661498708,4.0,3.2,3.2,3.9731266149870805,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,
51,student_2.json,15.216666666666665,4.0,3.6,4.0,3.6166666666666663,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,
52,student_2.json,15.45,4.0,4.0,4.0,3.45,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,
53,student_2.json,15.327777777777778,4.0,3.6,4.0,3.727777777777778,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,
54,housing_1.json,14.517647058823531,4.0,4.0,3.2,3.317647058823529,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,1.0
55,housing_1.json,14.847058823529412,4.0,4.0,3.4,3.4470588235294115,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,3.0
56,housing_1.json,15.670588235294115,4.0,4.0,4.0,3.6705882352941175,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,1.0
57,housing_1.json,14.705882352941178,3.2,4.0,3.8,3.705882352941176,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,3.0
58,housing_2.json,15.351999999999999,4.0,4.0,3.8,3.5519999999999996,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,1.0
59,housing_2.json,15.351999999999999,4.0,4.0,3.8,3.5519999999999996,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,3.0
60,housing_2.json,15.936000000000002,4.0,4.0,4.0,3.936,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,1.0
61,housing_2.json,15.872,4.0,4.0,4.0,3.872,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,3.0
62,housing_3.json,15.536842105263158,4.0,3.6,4.0,3.936842105263158,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,1.0
63,housing_3.json,15.536842105263158,4.0,3.6,4.0,3.936842105263158,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,3.0
64,housing_3.json,15.042105263157897,4.0,3.6,3.8,3.6421052631578945,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,1.0
65,housing_3.json,15.831578947368422,4.0,4.0,4.0,3.8315789473684205,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,3.0
66,mushroom_1.json,14.4,3.2,3.6,3.6,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,1.0
67,mushroom_1.json,14.4,3.2,3.6,3.6,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",1.0,3.0
68,mushroom_1.json,14.4,3.2,3.6,3.6,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,1.0
69,mushroom_1.json,15.0,4.0,3.6,3.4,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,3.0
70,housing_1.json,15.670588235294115,4.0,4.0,4.0,3.6705882352941175,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,1.0
71,housing_1.json,14.705882352941178,3.2,4.0,3.8,3.705882352941176,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,3.0
72,housing_1.json,16.0,4.0,4.0,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,1.0
73,housing_1.json,15.188235294117646,3.2,4.0,4.0,3.988235294117647,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,3.0
74,housing_1.json,15.964705882352941,4.0,4.0,4.0,3.9647058823529413,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,5.0
75,housing_2.json,15.936000000000002,4.0,4.0,4.0,3.936,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,1.0
76,housing_2.json,15.872,4.0,4.0,4.0,3.872,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,3.0
77,housing_2.json,15.936000000000002,4.0,4.0,4.0,3.936,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,1.0
78,housing_2.json,15.736,4.0,4.0,3.8,3.936,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,3.0
79,housing_2.json,15.736,4.0,4.0,3.8,3.936,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,5.0
80,housing_3.json,15.042105263157897,4.0,3.6,3.8,3.6421052631578945,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,1.0
81,housing_3.json,15.831578947368422,4.0,4.0,4.0,3.8315789473684205,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,3.0
82,housing_3.json,15.2,4.0,3.2,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,1.0
83,housing_3.json,16.0,4.0,4.0,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,3.0
84,housing_3.json,15.4,4.0,3.6,3.8,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,5.0
85,mushroom_1.json,14.4,3.2,3.6,3.6,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,1.0
86,mushroom_1.json,15.0,4.0,3.6,3.4,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,3.0
87,mushroom_1.json,14.4,3.2,3.6,3.6,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,1.0
88,mushroom_1.json,14.8,4.0,3.6,3.2,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,3.0
89,mushroom_1.json,15.2,4.0,3.6,3.6,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,5.0
90,mushroom_2.json,11.542857142857143,0.8,3.2,3.6,3.942857142857143,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,1.0
91,mushroom_2.json,11.6,0.8,2.8,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,3.0
92,mushroom_2.json,12.8,2.4,2.4,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,1.0
93,mushroom_2.json,12.8,2.4,2.4,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,3.0
94,mushroom_2.json,12.8,2.4,2.4,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,5.0
95,pdf_1.json,14.342857142857145,4.0,2.4,4.0,3.942857142857143,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,1.0
96,pdf_1.json,14.4,4.0,2.4,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,3.0
97,pdf_1.json,14.342857142857145,4.0,2.4,4.0,3.942857142857143,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,1.0
98,pdf_1.json,14.4,4.0,2.4,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,3.0
99,pdf_1.json,14.4,4.0,2.4,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,5.0
100,pdf_2.json,10.327272727272728,0.0,2.8,3.6,3.9272727272727272,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,1.0
101,pdf_2.json,10.327272727272728,0.0,2.8,3.6,3.9272727272727272,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,3.0
102,pdf_2.json,11.163636363636364,0.0,3.2,4.0,3.963636363636364,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,1.0
103,pdf_2.json,11.163636363636364,0.0,3.2,4.0,3.963636363636364,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,3.0
104,pdf_2.json,11.163636363636364,0.0,3.2,4.0,3.963636363636364,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,5.0
105,student_1.json,15.6,4.0,3.6,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,1.0
106,student_1.json,16.0,4.0,4.0,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,3.0
107,student_1.json,15.0,4.0,3.2,3.8,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,1.0
108,student_1.json,15.6,4.0,3.6,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,3.0
109,student_1.json,15.6,4.0,3.6,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,5.0
110,student_2.json,15.25,4.0,3.6,4.0,3.65,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,1.0
111,student_2.json,15.025,3.2,4.0,4.0,3.825,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",3.0,3.0
112,student_2.json,16.0,4.0,4.0,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,1.0
113,student_2.json,16.0,4.0,4.0,4.0,4.0,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,3.0
114,student_2.json,15.925,4.0,4.0,4.0,3.925,"You are helping users understand an ML model's prediction. Given an explanation and information about the model, convert the explanation into a human-readable narrative.",5.0,5.0
